1.53934 0.16458
1.53989 0.15922
1.54045 0.15784
1.54267 0.16977
1.54323 0.17052
1.54378 0.17044
1.54434 0.1706
1.54489 0.17145
1.54545 0.1679
1.546 0.16923
1.54656 0.164
1.54712 0.15888
1.54767 0.16402
1.54823 0.16342
1.54878 0.16117
1.54934 0.15791
1.54989 0.16451
1.55045 0.16638
1.551 0.16741
1.55156 0.17358
1.55212 0.16965
1.55267 0.16969
1.55323 0.16876
1.55378 0.17416
1.55434 0.17325
1.55489 0.16956
1.55545 0.17321
1.556 0.172
1.55656 0.17307
1.55712 0.16858
1.55767 0.16088
1.55823 0.16648
1.55878 0.16591
1.55934 0.16257
1.55989 0.16791
1.56045 0.16317
1.561 0.15786
1.56156 0.16902
1.56212 0.16505
1.56267 0.16131
1.56323 0.16741
1.56378 0.17126
1.56434 0.16988
1.56489 0.16925
1.56545 0.16966
1.566 0.16715
1.56656 0.16717
1.56712 0.16344
1.56767 0.15994
1.56823 0.16676
1.56878 0.16648
1.56934 0.16797
1.56989 0.17087
1.57045 0.17648
1.571 0.17087
1.57156 0.16922
1.57212 0.17206
1.57267 0.16791
1.57323 0.1722
1.57378 0.17059
1.57434 0.16649
1.57489 0.16583
1.57545 0.1623
1.576 0.17218
1.57656 0.16825
1.57712 0.16756
1.57767 0.16992
1.57823 0.16877
1.57878 0.17321
1.57934 0.17026
1.57989 0.16356
1.58045 0.16371
1.581 0.16339
1.58156 0.16394
1.58212 0.16507
1.58267 0.16561
1.58323 0.16532
1.58378 0.16439
1.58434 0.16485
1.58489 0.16722
1.58545 0.1642
1.586 0.16671
1.58656 0.17575
1.58712 0.17074
1.58767 0.17369
1.58823 0.17702
1.58878 0.16991
1.58934 0.16916
1.58989 0.16784
1.59045 0.16441
1.591 0.15925
1.59156 0.16458
1.59212 0.16238
1.59267 0.16163
1.59323 0.1609
1.59378 0.16748
1.59434 0.16991
1.59489 0.16415
1.59545 0.15551
1.596 0.16593
1.59656 0.16414
1.59712 0.1656
1.59767 0.16627
1.59823 0.1653
1.59878 0.16892
1.59934 0.16853
1.59989 0.17049
1.60045 0.17165
1.601 0.17423
1.60156 0.16745
1.60212 0.16147
1.60267 0.16654
1.60323 0.15794
1.60378 0.1649
1.60434 0.16315
1.60489 0.16528
1.60545 0.16177
1.606 0.16381
1.60656 0.16569
1.60712 0.17128
1.60767 0.16542
1.60823 0.16023
1.60878 0.16398
1.60934 0.1639
1.60989 0.16785
1.61045 0.16208
1.611 0.16114
1.61156 0.16201
1.61212 0.15995
1.61267 0.15675
1.61323 0.16362
1.61378 0.15455
1.61434 0.16276
1.61489 0.16062
1.61545 0.16924
1.616 0.17164
1.61656 0.16966
1.61712 0.16396
1.61767 0.16332
1.61823 0.16667
1.61878 0.1616
1.61934 0.16261
1.61989 0.15956
1.62045 0.15812
1.621 0.16161
1.62156 0.16472
1.62212 0.16503
1.62267 0.16874
1.62323 0.16821
1.62378 0.17602
1.62434 0.17234
1.62489 0.1758
1.62545 0.17708
1.626 0.17514
1.62656 0.1719
1.62712 0.16731
1.62767 0.17153
1.62823 0.17406
1.62878 0.17235
1.62934 0.16632
1.62989 0.17047
1.63045 0.1718
1.631 0.16641
1.63156 0.16297
1.63212 0.16361
1.63267 0.16145
1.63323 0.17496
1.63378 0.16434
1.63434 0.16606
1.63489 0.16979
1.63545 0.16607
1.636 0.16763
1.63656 0.16672
1.63712 0.16224
1.63767 0.15851
1.63823 0.15865
1.63878 0.16395
1.63934 0.15679
1.63989 0.1648
1.64045 0.16352
1.641 0.16287
1.64156 0.16369
1.64212 0.16608
1.64267 0.16167
1.64323 0.16382
1.64378 0.16732
1.64434 0.16482
1.64489 0.16598
1.64545 0.16834
1.646 0.1573
1.64656 0.1623
1.64712 0.16052
1.64767 0.16479
1.64823 0.16487
1.64878 0.1696
1.64934 0.17556
1.64989 0.16367
1.65045 0.16199
1.651 0.14657
1.65156 0.16157
1.65212 0.16721
1.65267 0.16755
1.65323 0.17073
1.65378 0.16816
1.65434 0.16742
1.65489 0.16729
1.65545 0.16863
1.656 0.16915
1.65656 0.17114
1.65712 0.16822
1.65767 0.17455
1.65823 0.17563
1.65878 0.16695
1.65934 0.17175
1.65989 0.17206
1.66045 0.17108
1.661 0.16858
1.66156 0.17113
1.66212 0.18127
1.66267 0.1703
1.66323 0.1738
1.66378 0.16936
1.66434 0.165
1.66489 0.16937
1.66545 0.16434
1.666 0.16924
1.66656 0.16678
