1,0.167733
2,0.176364
3,0.183264
4,0.176149
5,0.158221
6,0.160410
7,0.170767
8,0.176985
10,0.177068
11,0.192419
12,0.180659
13,0.186512
14,0.180753
15,0.182418
16,0.198000
17,0.160475
18,0.153221
19,0.170227
20,0.182096
21,0.181588
22,0.153972
23,0.153896
24,0.156007
25,0.171564
26,0.183698
27,0.154716
28,0.141371
29,0.122871
30,0.129368
31,0.114057
32,0.153590
33,0.173447
34,0.157517
35,0.130695
36,0.112065
37,0.157427
38,0.200824
39,0.112676
40,0.123190
41,0.146005
42,0.079944
43,0.085011
44,0.141964
45,0.093354
46,0.050716
47,0.063405
48,0.099464
49,0.091366
50,0.057151
51,0.065715
52,0.070849
53,0.113006
54,0.102676
55,0.079171
56,0.092201
57,0.096538
58,0.111278
59,0.128144
60,0.105148
61,0.123839
62,0.119109
63,0.119704
64,0.137460
65,0.119544
66,0.124878
67,0.146695
68,0.157348
69,0.130335
70,0.138681
71,0.127864
72,0.139121
73,0.195411
74,0.116699
75,0.174266
76,0.217120
77,0.178244
78,0.159722
79,0.178026
80,0.169853
81,0.174521
82,0.172603
83,0.170412
84,0.166436
85,0.172452
86,0.171877
88,0.083524
89,0.195360
90,0.259953
91,0.238789
92,0.258097
93,0.212219
94,0.263457
95,0.283805
96,0.266035
97,0.203310
98,0.304469
99,0.253941
100,0.218449
101,0.214244
102,0.227120
103,0.279675
104,0.217900
105,0.213646
106,0.255477
107,0.221566
108,0.288766
109,0.309097
110,0.312912
111,0.325272
112,0.323142
113,0.308581
114,0.311093
115,0.294362
116,0.251330
117,0.264313
118,0.271783
119,0.276931
120,0.291378
181,0.335841
182,0.346947
183,0.351903
184,0.352097
185,0.346380
186,0.336602
187,0.334563
188,0.326504
189,0.331651
190,0.343604
191,0.326493
192,0.321502
193,0.318956
194,0.326054
195,0.319090
196,0.306740
197,0.317970
198,0.311863
199,0.335053
200,0.336544
201,0.314077
202,0.323383
203,0.301742
204,0.254168
205,0.245007
206,0.218704
207,0.188485
208,0.141517
209,0.184409
210,0.235262
211,0.429270
212,0.422527
213,0.440082
214,0.408643
215,0.311057
216,0.222520
217,0.240414
218,0.244526
219,0.253670
220,0.227037
221,0.306020
222,0.230404
223,0.248546
224,0.254183
225,0.251005
226,0.371711
227,0.406451
228,0.401972
229,0.386529
230,0.421395
231,0.427389
232,0.424040
233,0.345607
234,0.283255
235,0.269060
236,0.280696
237,0.325937
238,0.424426
239,0.436313
240,0.428988
241,0.431394
242,0.424697
243,0.437051
244,0.431987
245,0.437555
246,0.436402
247,0.437632
248,0.443138
249,0.438272
250,0.440568
251,0.442292
252,0.439669
253,0.443484
254,0.432922
255,0.434271
256,0.431884
257,0.431606
258,0.433869
259,0.429464
260,0.430105
261,0.423800
262,0.427434
263,0.431794
264,0.430516
265,0.429414
266,0.427971
267,0.434182
268,0.428527
269,0.430575
270,0.441251
271,0.423344
272,0.427296
273,0.424116
274,0.423607
275,0.421825
276,0.429220
277,0.424157
278,0.423898
279,0.425290
280,0.414864
281,0.410814
282,0.416770
283,0.419518
284,0.407830
285,0.414156
286,0.422317
287,0.411695
288,0.414169
289,0.417332
290,0.407644
291,0.406566
292,0.409962
293,0.409126
294,0.403127
295,0.410900
296,0.403825
297,0.406031
298,0.405277
299,0.398861
300,0.408489
301,0.403556
302,0.395829
303,0.395399
304,0.405569
305,0.393036
306,0.405628
307,0.394909
308,0.387998
309,0.388137
310,0.393204
311,0.383018
312,0.388764
313,0.387124
314,0.381882
315,0.388415
316,0.400135
317,0.395031
318,0.389048
319,0.386521
320,0.394770
321,0.399924
322,0.410334
323,0.391648
324,0.398374
325,0.414794
326,0.403510
327,0.388881
328,0.398101
329,0.385095
330,0.393058
