0.074179,0.090944,0.109404,0.054103
0.075382,0.093419,0.109817,0.056101
0.076230,0.093718,0.109861,0.056145
0.078724,0.092947,0.110667,0.056807
0.078474,0.095348,0.107506,0.056841
0.078315,0.092405,0.110517,0.055566
0.078632,0.093918,0.107388,0.056279
0.077773,0.093241,0.106233,0.055505
0.079029,0.095859,0.110586,0.055855
0.075718,0.094742,0.109771,0.055460
0.079241,0.095146,0.106024,0.055523
0.077639,0.093329,0.104604,0.054774
0.077405,0.094381,0.104422,0.054690
0.079865,0.094840,0.104894,0.056254
0.079217,0.094782,0.103663,0.055632
0.078662,0.094631,0.104724,0.056323
0.078453,0.095694,0.108708,0.056180
0.077623,0.092943,0.104215,0.054830
0.077826,0.094967,0.105230,0.055626
0.078933,0.095475,0.106761,0.054764
0.079029,0.095666,0.105618,0.055347
0.079363,0.096089,0.106404,0.055247
0.079487,0.094335,0.106529,0.054753
0.079753,0.096272,0.105190,0.056648
0.079381,0.096742,0.108002,0.056104
0.077592,0.094751,0.106593,0.055500
0.077741,0.096246,0.105629,0.055218
0.077514,0.095137,0.107455,0.055495
0.078280,0.094683,0.106555,0.055164
0.078861,0.095877,0.104909,0.055247
0.078582,0.094922,0.104873,0.054435
0.080231,0.094893,0.104904,0.056809
0.077421,0.095492,0.104252,0.055392
0.079016,0.096261,0.106729,0.055982
0.078235,0.097853,0.108131,0.055585
0.078129,0.095256,0.102874,0.055628
0.076862,0.095955,0.106285,0.055640
0.079865,0.096521,0.104921,0.056467
0.077429,0.095484,0.107453,0.056101
0.078461,0.096796,0.106802,0.056638
0.078596,0.097233,0.107178,0.056331
0.078661,0.095120,0.105263,0.055774
0.077629,0.095044,0.102992,0.055080
0.078209,0.094586,0.101853,0.055520
0.078089,0.096834,0.107028,0.055381
0.076482,0.094735,0.104978,0.055836
0.078913,0.095786,0.107048,0.056009
0.077323,0.094498,0.106584,0.055722
0.078248,0.096027,0.104607,0.056229
0.076970,0.094718,0.102722,0.055218
0.078480,0.096552,0.104898,0.056002
0.078540,0.096110,0.103474,0.056238
0.079381,0.095490,0.104236,0.055269
0.076913,0.095809,0.103175,0.057307
0.076628,0.094073,0.105265,0.055082
0.078339,0.096328,0.105138,0.056422
0.077380,0.095754,0.104473,0.055213
0.077423,0.095012,0.103058,0.054330
0.075998,0.094078,0.102190,0.054116
0.078129,0.097162,0.105474,0.054245
0.078663,0.095693,0.105910,0.055932
0.077126,0.095617,0.104597,0.054547
0.079301,0.095225,0.104238,0.056777
0.076943,0.096026,0.102166,0.055602
0.077199,0.094520,0.105938,0.055151
0.076996,0.095720,0.102079,0.055701
0.077446,0.095502,0.104813,0.055325
0.076642,0.095833,0.104639,0.055040
0.076956,0.095646,0.104024,0.054434
0.077325,0.095987,0.103836,0.055888
0.075773,0.094160,0.103481,0.055409
0.076689,0.096482,0.106066,0.055798
0.077400,0.095900,0.103877,0.056819
0.077955,0.097905,0.104229,0.055705
0.078820,0.096938,0.106194,0.056414
0.077561,0.094894,0.102201,0.056215
0.076891,0.096707,0.104187,0.055646
0.078246,0.095598,0.103771,0.055197
0.076725,0.094505,0.099539,0.055224
0.077383,0.095956,0.105741,0.056205
0.076991,0.094241,0.105613,0.054557
0.074823,0.094482,0.102451,0.055755
0.077339,0.095486,0.103448,0.055537
0.076794,0.093683,0.101283,0.056091
0.077722,0.096354,0.101059,0.054887
0.077359,0.094920,0.101941,0.056161
0.076892,0.093947,0.103633,0.054952
0.074922,0.093893,0.101754,0.055833
0.077631,0.095861,0.105663,0.056615
0.077785,0.095308,0.105302,0.055397
0.078589,0.095483,0.103385,0.054850
0.075991,0.094677,0.104553,0.055612
0.076711,0.095008,0.104872,0.055004
0.075044,0.094497,0.102909,0.055516
0.078246,0.095671,0.105658,0.055316
0.077450,0.095634,0.102086,0.055382
0.078316,0.095623,0.103108,0.056059
0.076560,0.096207,0.101990,0.056020
0.077680,0.094903,0.101683,0.056400
0.075716,0.095291,0.103362,0.055872
0.077946,0.094862,0.102584,0.055366
0.076594,0.095153,0.102305,0.055782
0.076400,0.095516,0.104177,0.055277
0.076632,0.096107,0.101232,0.055555
0.077283,0.095806,0.101675,0.055866
0.077641,0.096600,0.102714,0.056174
0.076821,0.094645,0.102584,0.055306
0.076062,0.095511,0.104703,0.054973
0.076041,0.095008,0.102393,0.055161
0.077360,0.094586,0.103678,0.056873
0.076504,0.095528,0.103225,0.055591
0.076275,0.093316,0.103183,0.054774
0.077977,0.096520,0.105168,0.056625
0.076065,0.094965,0.102194,0.055370
0.076805,0.096117,0.101605,0.054747
0.075512,0.094072,0.103738,0.055647
0.078948,0.095377,0.103807,0.056144
0.077215,0.095309,0.104486,0.055245
0.077758,0.097027,0.102885,0.056507
0.077273,0.095284,0.104026,0.055578
0.076690,0.096012,0.101390,0.055688
0.078128,0.095973,0.104487,0.054600
0.077818,0.094666,0.105521,0.055721
0.079185,0.096180,0.102320,0.055697
0.076393,0.093824,0.102487,0.054557
0.077139,0.096974,0.103366,0.054988
0.076197,0.094708,0.101668,0.054018
0.076349,0.094698,0.102286,0.055474
0.076352,0.095087,0.104617,0.055758
0.074970,0.094234,0.101427,0.055087
0.075995,0.096252,0.104601,0.055107
0.076375,0.095207,0.105658,0.055337
0.076159,0.094259,0.102175,0.054875
0.076750,0.095003,0.105936,0.054826
0.077756,0.095934,0.103564,0.055507
0.078292,0.095078,0.104645,0.054895
0.077710,0.096571,0.104680,0.055977
0.076475,0.096094,0.102546,0.055535
0.077804,0.096662,0.103518,0.056206
0.075213,0.095166,0.100227,0.053680
0.076787,0.095115,0.100376,0.055327
0.077421,0.095443,0.103909,0.055261
0.076582,0.095000,0.104041,0.055765
0.076778,0.096115,0.104449,0.054974
0.075911,0.094612,0.103215,0.055570
0.075885,0.096527,0.108026,0.054816
0.076057,0.095587,0.102962,0.055169
0.075626,0.095499,0.102035,0.056759
0.076211,0.094136,0.101709,0.055052
0.076801,0.095800,0.102606,0.054918
0.075158,0.094522,0.100950,0.055098
0.078940,0.094932,0.104374,0.055998
0.076924,0.095926,0.102916,0.055033
0.076492,0.095183,0.104658,0.056424
0.076507,0.095103,0.101707,0.055102
0.077398,0.094525,0.100773,0.054736
0.078480,0.096924,0.105380,0.056155
0.079046,0.095766,0.100617,0.055344
0.076685,0.094089,0.102695,0.054693
0.077311,0.094811,0.103402,0.055059
0.076513,0.094431,0.101222,0.055853
0.078532,0.096066,0.102323,0.055573
0.076953,0.094505,0.100023,0.055506
0.077362,0.095879,0.103945,0.055141
0.076175,0.094892,0.099335,0.054655
0.077622,0.095094,0.101531,0.053916
0.077253,0.095890,0.103045,0.055189
0.077686,0.095758,0.103527,0.055212
0.077818,0.095603,0.101032,0.055736
0.077282,0.096528,0.102273,0.056658
0.076388,0.093955,0.099722,0.054318
0.078185,0.094904,0.101693,0.054897
0.076161,0.094861,0.099852,0.054856
0.075343,0.094678,0.099766,0.054316
0.076894,0.094800,0.099511,0.055512
0.075484,0.095485,0.100928,0.055360
0.078263,0.095355,0.100403,0.055568
0.075474,0.094715,0.100212,0.055283
0.075561,0.094436,0.100056,0.055919
0.076678,0.094325,0.097971,0.055220
0.076751,0.094789,0.100066,0.054881
0.076120,0.094785,0.102377,0.055167
0.075165,0.093867,0.099564,0.054321
0.078092,0.095167,0.101868,0.055818
0.076357,0.095070,0.102814,0.054890
0.077868,0.095476,0.100967,0.055528
0.076610,0.095386,0.105106,0.055526
0.079000,0.095939,0.102042,0.057577
0.075390,0.094513,0.099654,0.054712
0.077231,0.095032,0.100234,0.055975
0.075311,0.094554,0.099337,0.053785
0.078133,0.094188,0.102281,0.056516
0.077448,0.095011,0.099631,0.056018
0.077616,0.094838,0.099031,0.055709
0.077737,0.095018,0.103951,0.056239
0.076578,0.095773,0.101204,0.055866
0.076183,0.095267,0.104195,0.054305
0.075274,0.093037,0.100858,0.054123
0.076536,0.095690,0.101033,0.055623
0.076605,0.094201,0.100428,0.055602
0.078641,0.095524,0.104022,0.055460
0.077027,0.094229,0.099875,0.055572
0.076546,0.095733,0.101743,0.054718
0.077412,0.095239,0.102790,0.055856
0.075890,0.093531,0.100453,0.055820
0.075644,0.094328,0.100204,0.054883
0.075894,0.093844,0.101101,0.055270
0.077221,0.095484,0.099452,0.055961
0.076694,0.095194,0.100089,0.056505
0.076694,0.092900,0.097722,0.054616
0.076444,0.093172,0.100038,0.054510
0.078063,0.095247,0.102480,0.056408
0.077338,0.095056,0.103289,0.055799
0.076950,0.093797,0.102817,0.054156
